,formatted_address,lat,lng,query_name
183,"De Waring 38, 7908 LE Hoogeveen, Netherlands",52.7137702,6.443499600000001,"De Waring 38 Hoogeveen, Drenthe 7908 LE"
184,"Gezellelaan 18e, 4707 CD Roosendaal, Netherlands",51.5198152,4.4626575,"Gezellelaan 18 E Roosendaal, Noord-Brabant 4707 CD"
185,"Kramsvogel 42, 6245 RE Eijsden, Netherlands",50.7785822,5.721197999999999,"Kramsvogel 42 Eijsden, Limburg 6245 RE"
186,"Dennenhorst 22A, 3972 GM Driebergen-Rijsenburg, Netherlands",52.0475997,5.2899423,"Dennenhorst 22 a Driebergen-Rijsenburg, Utrecht 3972 GM"
187,"Wagenmakerbaan 47, 1315 BC Almere, Netherlands",52.3694673,5.2145011,"Wagenmakerbaan 47 Almere, Flevoland 1315 BC"
188,"Heiweg 5, 6581 EA Malden, Netherlands",51.7915098,5.8519334,"Heiweg 5 Malden, Gelderland 6581 EA"
189,"Bussum, Netherlands",52.2737893,5.1663871,"Bussum,"
190,"Adriaen Brouwerstraat 10, 7482 ZK Haaksbergen, Netherlands",52.1612477,6.7276769,"Adriaen Brouwerstraat 10 Haaksbergen, Overijssel 7482 ZK"
191,"Dorpsstraat 4, 7971 CR Havelte, Netherlands",52.7664218,6.245226100000001,"Dorpsstraat 4 Havelte, Drenthe 7971 CR"
192,"Hofakkers 26, 7861 AS Oosterhesselen, Netherlands",52.7557978,6.7209337,"Hofakkers 26 Oosterhesselen, Drenthe 7861 AS"
193,"James Ensorstraat 3, 5143 HC Waalwijk, Netherlands",51.6792489,5.0877338,"James Ensorstraat 3 Waalwijk, Noord-Brabant 5143 HC"
194,"Frankenplantsoen 11, 3962 CG Wijk bij Duurstede, Netherlands",51.9762373,5.3391738,"Frankenplantsoen 11 Wijk Bij Duurstede, Utrecht 3962 CG"
195,"H.G. Gooszenstraat 10, 7415 CL Deventer, Netherlands",52.2632887,6.1670674,"H G Gooszenstraat 10 Deventer, Overijssel 7415 CL"
196,"Omloop 42, 9201 CC Drachten, Netherlands",53.1096115,6.0841238,"Omloop 42 Drachten, Friesland 9201 CC"
