,fb_id,name,username,min_dist_pair,finall_address,final_lat,final_lng,tw_id
24,783216308392947,Rode Kruis Liemers-Oost,RodeKruisLiemersOost,0.00015549028872559998,"Vincent van Goghstraat 4, 6901 DK Zevenaar (gemeente)",51.930232033808004,6.068218946456901,
94,824386271276037,Rode Kruis Zeeuws-Vlaanderen,rodekruiszvl,1.1790508720794428,"Mr.F.J. Haarmanweg 13, Terneuzen",51.3272544,3.8296184,
105,830489373796285,Rode Kruis Meierijstad Boxtel Boekel,RodekruisMBB,0.0,"Evertsenstraat 1, 5463 HM Veghel, Netherlands",51.6078748,5.5467325,
77,839728386145884,Rode Kruis locatie Venray,rodekruisvenray,0.30614478666358186,"Bergweg 4, 5801 EG Venray (gemeente)",51.526464636957996,5.9673571586609,
55,948878468525622,Rode Kruis Eijsden-Margraten,RodekruisEijsdenMargraten,0.025055857725370986,"Kerkeweg 2, 6245 HM Eijsden (gemeente)",50.77708,5.70252,
38,1021280501257840,Rode Kruis Haarlem e.o.,rkhaarlem,2.2255043149195753e-06,"Vergierdeweg 52, 2025 TK Haarlem, Netherlands",52.41453370000001,4.6521301,
126,1101796839831741,Rode Kruis Uithoorn en de Kwakel,rodekruisuithoorn,2.675286919061337,"Melkster 25, 5422 DJ Gemert, Netherlands",51.5653184,5.6983739999999985,
62,1104729609589451,Rode Kruis Oss eo,,1.2528570388951086,"Kromstraat 45, 5345AA Oss",51.76175,5.51422,
18,1123994301053980,Rode Kruis Bodegraven,rodekruisbodegraven,0.00012551334327359,"Koninginneweg 3A, 2411 xk Bodegraven",52.08746,4.75571,
68,1219070211487696,Rode Kruis Achterhoek Oost,RKAchterhoekOost,2.504326090916932e-07,"Gasthuisstraat 78, 7101 DX Winterswijk, Netherlands",51.973462,6.715387,
123,1419050004979851,Rode Kruis Eye 2 Eye,,2.0974297477960997,"Rinkesfort 15, 5993 PV Maasbree, Netherlands",51.33904769999999,6.0588282,
103,1427567100643910,Rode Kruis Hoogezand-Sappemeer e.o.,Rodekruishoogezand,2.641948615986975,"Melkster 25, 5422 DJ Gemert, Netherlands",51.5653184,5.6983739999999985,
12,1434454030125116,Bike-Team Rode Kruis,biketeam,1.7124009356564072,"Kerkvaart 2, 3641 EP Mijdrecht, Netherlands",52.206357000000004,4.863594,
11,1460675580851761,Rode Kruis Apeldoorn,RodeKruisApeldoorn,6.177541791516359e-05,"Schuttersweg 41, 7314 LD Apeldoorn, Netherlands",52.213856,5.9433047,
19,1496796547204864,Rode Kruis Dronten,rodekruisdronten,3.1517627810431737e-06,"Gouwe 50, Dronten",52.539680000000004,5.70125,
37,1513163278997069,Rode Kruis Zuidoost-Groningen,RodeKruisZOG,3.026938988592117,"Burgemeester van Sevenhovenstraat 47, 9503 CD Stadskanaal",52.98665,6.9467300000000005,
81,1534401146889853,Rode Kruis Nieuwegein,RodeKruisNieuwegein,3.9020803742150427e-05,"Constructieweg 6, 3433 NN Nieuwegein",52.012809999999995,5.1022,
21,1537051933271578,Rode Kruis Rhenen,rhenenrodekruis,0.13387485148442677,"Dorpsstraat 26, 4031 ME Ingen, Netherlands",51.96079169999999,5.4836395,
87,1574020009578717,Rode Kruis Goeree Overflakkee,RodeKruisGoereeOverflakkee,2.0712472555740216e-05,"Marnix Gijsenstraat 7, 3245 ME Sommelsdijk",51.763690000000004,4.15376,
50,1576364812609988,Rode Kruis Humanitair Oorlogsrecht,oorlogsrecht,1.1766447098331172,"Anna van Saksenlaan, Den Haag",52.08122059999999,4.345960900000001,
28,1601408603510239,Rode Kruis Afdeling Haarlemmermeer,rodekruis.afdelinghaarlemmermeer,0.0,"Nieuweweg 33B, 2132 CK Hoofddorp",52.30519349999999,4.699568699999999,
109,1616005608618154,Studentendesk Rode Kruis Twente,,0.0,"Schuttersweg 41, 7314 LD Apeldoorn, Netherlands",52.21387739999999,5.9433802,
84,1617544188502667,Rode Kruis afdeling Voorne Putten,rodekruisvp,0.0008084723029488928,"Plantageweg 4, 3232 LE Brielle, Netherlands",51.897403000000004,4.166385,
79,1642602946025670,Rode Kruis Culemborg,rodekruisculemborg,6.492098895787174e-06,"Otto van Reesweg 10, 4105 AA Culemborg, Netherlands",51.9529831,5.2195081,
44,1686929041520765,Rode Kruis Roosendaal,RodeKruisRoosendaal,0.0,"Gezellelaan 18e, 4707 CD Roosendaal, Netherlands",51.519815200000004,4.4626575,
5,1689606157948820,Rode Kruis Utrecht,rodekruisutrecht,0.0003859543676945926,"Koningsweg 2, Utrecht (stad)",52.07744,5.13323,206720345.0
64,1728117500607313,Rode Kruis Horst aan de Maas,rodekruishorst,0.0003115199314327923,"Gebroeders van Doornelaan 63, 5961 BB Horst",51.464822921881,6.0483384132385005,
58,1772208569689805,Rode Kruis Doetinchem,RodeKruisDoetinchem,3.6733526740597844e-05,"Bachlaan 7, 7002 MZ Doetinchem, Netherlands",51.96682999999999,6.301705,
122,1925434677706760,Rode Kruis Valkenburg aan de Geul/Nuth,rodekruisvalkenburgnuth,1.4022580283186574,"Evertsenstraat 9, 5463 HM Veghel, Netherlands",51.6078748,5.5467325,
66,1939832839654711,Rode Kruis Friesland Noord Dokkum,,6.3755360599978586,"Heuvel 1, 6027 PN Soerendonk, Netherlands",51.305069200000005,5.5782973,
41,1976029439193376,Rode Kruis District Kennemerland,RodeKruisKennemerland,8.058845543481614e-05,"Vergierdeweg 52, 2025 TK Haarlem, Netherlands",52.41446989999999,4.6522078,
67,1993804660889894,Rode Kruis Brummen Eerbeek Hall en Loenen,RodeKruisBrummen,2.3495207218864356,"Heemskerkstraat 30, 7887 AC Erica, Netherlands",52.71144399999999,6.9249130999999995,
128,2008089806119601,Rode Kruis delfzijl,,4.092258185678335,"Schoolstraat 14, 5951 DG Belfeld, Netherlands",51.312830100000006,6.114011,
101,2015132978780584,Rode Kruis Rijssen,,0.00012819230477620214,"Roelf Bosmastraat 47, 7462 MZ Rijssen, Netherlands",52.3018463,6.500569199999998,
71,2235360690067787,Rode Kruis Den Helder,RodekruisDHR,0.0,"Bankastraat 27, 1782 TA Den Helder, Netherlands",52.95832720000001,4.7496775,
88,2262020170723301,Rode Kruis Vechtdal,rkvechtdal,0.5591103781063376,"Vogelzangsekade 19, 3411 JS Lopik, Netherlands",51.9781938,4.972153899999999,
127,2280033268989511,Rode Kruis: Telefooncirkel De Wolden & omstreken,,1.3574990585337934,"DM, Van der Leeklaan 3, Amstelveen, Netherlands",52.2968493,4.855462699999999,
54,2702637096628287,Logistiek Nationaal Rode Kruis,,2.1347382366087553,"Koninginnegracht 92, 2514 AK Den Haag, Netherlands",52.093712200000006,4.3084506,
